x,y,LATITUDE,LONGITUDE,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,LAST_UPDATED,PROVINCE_CODE,ENG_PROVINCE_NAME,FRE_PROVINCE_NAME,LOCAL_YEAR,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,NORMAL_PRECIPITATION,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SNOWFALL,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,DAYS_WITH_VALID_SUNSHINE,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.6,1899-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,6,,12.94,30,3.9,30,21.1,30,,17.3,30,5,,0,30,,,,,0,151.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.7,1899-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,7,,16.60967741935484,31,6.1,31,32.2,31,,4.6,31,2,,0,31,,,,,14.6,57.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.8,1899-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,8,,14.587096774193549,31,4.4,31,23.9,31,,32.5,31,6,,0,31,,,,,0,105.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.9,1899-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,9,,13.913333333333334,30,3.9,30,26.7,30,,18.3,30,4,,0,30,,,,,0,122.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.10,1899-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,10,,9.735483870967743,31,-2.2,31,21.1,31,,85.9,31,18,,0,31,,,,,0,256.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.11,1899-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,11,,10.136666666666667,30,3.9,30,15.6,30,,163.5,30,20,,0,30,,,,,0,235.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1899.12,1899-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1899,12,,6.135483870967742,31,-1.1,31,12.2,31,,134.2,31,19,,6.4,31,,,,,0,367.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.1,1900-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,1,,6.274193548387097,31,-0.6,31,11.1,31,,91.5,31,17,,0,31,,,,,0,363.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.2,1900-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,2,,4.925,28,-7.8,28,11.7,28,,70,28,14,,8.9,28,,,,,0,366.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.3,1900-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,3,,9.1,31,1.7,31,19.4,31,,92.3,31,13,,0,31,,,,,0,275.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.4,1900-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,4,,10.506666666666666,30,1.7,30,23.9,30,,22.2,30,7,,0,30,,,,,0,224.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.5,1900-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,5,,12,31,5.6,31,18.9,31,,26.5,31,11,,0,31,,,,,0,186
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.6,1900-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,6,,14.42,30,7.2,30,25,30,,40.9,30,8,,0,30,,,,,0.9,108.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.7,1900-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,7,,15.638709677419355,31,10,31,26.7,31,,10.1,31,3,,0,31,,,,,2.4,75.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.8,1900-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,8,,15.196774193548388,31,6.7,31,26.1,31,,15.5,31,3,,0,31,,,,,1.7,88.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.9,1900-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,9,,13.256666666666666,30,3.9,30,25,30,,29.3,30,5,,0,30,,,,,0.1,142.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.10,1900-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,10,,10.09032258064516,31,3.3,31,17.8,31,,68.2,31,12,,0,31,,,,,0,245.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.11,1900-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,11,,6.386666666666667,30,-6.7,30,13.9,30,,59,30,12,,2.3,30,,,,,0,348.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1900.12,1900-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1900,12,,7.2935483870967746,31,-0.6,31,12.8,31,,103.3,31,17,,0,31,,,,,0,331.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.1,1901-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,1,,3.832258064516129,31,-5,31,11.1,31,,105.7,31,14,,11.1,31,,,,,0,439.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.2,1901-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,2,,5.053571428571429,28,-2.2,28,14.4,28,,85.3,28,13,,4.6,28,,,,,0,362.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.3,1901-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,3,,6.912903225806452,31,0.6,31,14.4,31,,23.8,31,7,,0,31,,,,,0,343.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.4,1901-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,4,,7.723333333333334,30,0,30,15,30,,76.7,30,7,,0,30,,,,,0,308.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.5,1901-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,5,,11.461290322580645,31,3.3,31,25,31,,25.1,31,7,,0,31,,,,,0,202.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.6,1901-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,6,,12.593333333333334,30,6.7,30,23.3,30,,26.9,30,7,,0,30,,,,,0,162.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.7,1901-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,7,,14.14516129032258,31,7.8,31,20,31,,4.9,31,1,,0,31,,,,,0,119.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.8,1901-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,8,,16.138709677419357,31,8.9,31,26.1,31,,,0,,,,0,,,,,3.9,61.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.9,1901-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,9,,13.413333333333334,30,3.9,30,23.9,30,,22.8,30,8,,0,30,,,,,1.2,138.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.10,1901-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,10,,12.46774193548387,31,6.7,31,20.6,31,,42,31,6,,0,31,,,,,0,171.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.11,1901-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,11,,9.166666666666666,30,4.4,30,17.2,30,,163.7,30,19,,0,30,,,,,0,265
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1901.12,1901-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1901,12,,6.109677419354838,31,-1.1,31,11.7,31,,88.1,31,14,,0,31,,,,,0,368.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.1,1902-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,1,,4.216129032258064,31,-11.1,31,11.1,31,,79.3,31,14,,22.8,31,,,,,0,427.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.2,1902-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,2,,6.989285714285714,28,-1.7,28,12.8,28,,62.9,28,12,,0.3,28,,,,,0,308.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.3,1902-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,3,,6.406451612903226,31,-1.1,31,15,31,,58,31,15,,4.9,31,,,,,0,359.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.4,1902-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,4,,8.626666666666667,30,1.1,30,16.1,30,,24.3,30,7,,0,30,,,,,0,281.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.5,1902-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,5,,12.36774193548387,31,5.6,31,25,31,,24.4,31,9,,0,31,,,,,1.3,175.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.6,1902-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,6,,14.103333333333333,30,5.6,30,26.1,30,,2,30,1,,0,30,,,,,6.1,123
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.7,1902-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,7,,15.709677419354838,31,7.8,31,30,31,,9.4,31,3,,0,31,,,,,8.6,79.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.8,1902-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,8,,15.990322580645161,31,7.8,31,28.9,31,,10.9,31,3,,0,31,,,,,13.7,76
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.9,1902-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,9,,13.643333333333333,30,3.9,30,26.1,30,,58.6,30,5,,0,30,,,,,5.5,136.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.10,1902-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,10,,11.358064516129032,31,3.9,31,21.1,31,,27.8,31,7,,0,31,,,,,0,205.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.11,1902-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,11,,7.03,30,0.6,30,12.8,30,,156.1,30,21,,0.8,30,,,,,0,329.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1902.12,1902-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1902,12,,5.106451612903226,31,0,31,11.7,31,,158.1,31,16,,12.2,31,,,,,0,399.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.1,1903-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,1,,5.487096774193549,31,-1.1,31,12.2,31,,100.4,31,15,,0,31,,,,,0,387.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.2,1903-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,2,,4.392857142857143,28,-2.8,28,11.7,28,,33.3,28,6,,3.6,28,,,,,0,381
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.3,1903-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,3,,5.138709677419355,31,-3.3,31,13.3,31,,69.1,31,9,,24,31,,,,,0,398.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.4,1903-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,4,,8.083333333333334,30,-0.6,30,16.1,30,,35.5,30,8,,0,30,,,,,0,297.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.5,1903-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,5,,10.919354838709678,31,3.9,31,18.3,31,,20.1,31,7,,0,31,,,,,0,219.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.6,1903-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,6,,15,30,5.6,30,31.1,30,,17,30,6,,0,30,,,,,10,100
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.7,1903-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,7,,14.548387096774194,31,8.3,31,23.9,31,,11.7,31,2,,0,31,,,,,0.6,107.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.8,1903-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,8,,15.325806451612904,31,6.1,31,25,31,,27,31,5,,0,31,,,,,2.2,85.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.9,1903-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,9,,13.12,30,5.6,30,21.7,30,,95.6,30,11,,0,30,,,,,0,146.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.10,1903-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,10,,10.716129032258065,31,2.8,31,18.9,31,,45.2,31,7,,0,31,,,,,0,225.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.11,1903-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,11,,6.963333333333333,30,-0.6,30,15,30,,152.5,30,20,,19.6,30,,,,,0,331.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1903.12,1903-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1903,12,,6.15483870967742,31,1.1,31,10.6,31,,61.5,31,12,,0,31,,,,,0,367.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.1,1904-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,1,,5.2064516129032254,31,-2.2,31,12.8,31,,109.8,31,17,,6.9,31,,,,,0,396.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.2,1904-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,2,,4.010344827586207,29,-3.9,29,9.4,29,,100,29,18,,13.6,29,,,,,0,405.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.3,1904-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,3,,5.035483870967742,31,-2.2,31,11.1,31,,92.2,31,15,,4.9,31,,,,,0,401.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.4,1904-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,4,,10.48,30,1.7,30,23.3,30,,19,30,5,,0,30,,,,,0.6,226.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.5,1904-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,5,,11.6,31,4.4,31,22.8,31,,12.6,31,3,,0,31,,,,,0,198.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.6,1904-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,6,,13.35,30,6.1,30,26.1,30,,34.5,30,5,,0,30,,,,,1.5,141
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.7,1904-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,7,,16.048387096774192,31,9.4,31,27.8,31,,12.3,31,4,,0,31,,,,,9.7,70.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.8,1904-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,8,,15.080645161290322,31,8.3,31,27.8,31,,12.7,31,2,,0,31,,,,,4,94.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.9,1904-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,9,,14.05,30,6.1,30,22.8,30,,8.1,30,4,,0,30,,,,,0,118.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.10,1904-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,10,,11.493548387096775,31,4.4,31,18.9,31,,22.5,31,7,,0,31,,,,,0,201.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.11,1904-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,11,,9.493333333333334,30,1.1,30,15.6,30,,133.1,30,17,,0,30,,,,,0,255.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1904.12,1904-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1904,12,,6.570967741935484,31,-2.2,31,13.3,31,,119.8,31,18,,0,31,,,,,0,354.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.1,1905-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,1,,4.990322580645161,31,-2.8,31,12.8,31,,84.7,31,15,,11.4,31,,,,,0,403.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.2,1905-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,2,,5.367857142857143,28,-5,28,13.3,28,,57.5,28,9,,0,28,,,,,0,353.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.3,1905-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,3,,8.793548387096774,31,-0.6,31,20,31,,35.4,31,9,,0,31,,,,,0,285.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.4,1905-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,4,,10.256666666666666,30,1.7,30,21.7,30,,5.3,30,3,,0,30,,,,,0,232.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.5,1905-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,5,,11.438709677419356,31,3.3,31,22.2,31,,71.9,31,9,,0,31,,,,,0,203.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.6,1905-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,6,,13.736666666666666,30,8.3,30,20.6,30,,27,30,5,,0,30,,,,,0,127.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1905.7,1905-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1905,7,,16.23548387096774,31,10.6,31,28.9,31,,2.7,31,1,,0,31,,,,,4.6,59.3
